MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
"WT7.1",608105,"BAY808","TWQM","TRIB","MDDNR","MDDNR","WT7.1",1/12/2022,11:46:00,10.1,,,2,"M ","ISM","M1","WTEMP",,3.40000,"DEG C","F01 ",,,,,,39.00764,-76.50350,"T3"
"WT7.1",608105,"BAY808","TWQM","TRIB","MDDNR","MDDNR","WT7.1",1/12/2022,11:46:00,10.1,,,1,"M ","ISM","M1","WTEMP",,3.40000,"DEG C","F01 ",,,,,,39.00764,-76.50350,"T3"
"WT7.1",608105,"BAY808","TWQM","TRIB","MDDNR","MDDNR","WT7.1",1/12/2022,11:46:00,10.1,,,9.1,"B ","ISM","M1","WTEMP",,3.70000,"DEG C","F01 ",,,,,,39.00764,-76.50350,"T3"
"WT8.1",607989,"BAY812","TWQM","TRIB","MDDNR","MDDNR","WT8.1",3/14/2022,11:25:00,5.9,,,4.9,"B ","ISM","M1","SALINITY",,7.68000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",607989,"BAY812","TWQM","TRIB","MDDNR","MDDNR","WT8.1",3/14/2022,11:25:00,5.9,,,1,"M ","ISM","M1","SALINITY",,7.56000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",607989,"BAY812","TWQM","TRIB","MDDNR","MDDNR","WT8.1",3/14/2022,11:25:00,5.9,,,2,"M ","ISM","M1","SALINITY",,7.62000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",607989,"BAY812","TWQM","TRIB","MDDNR","MDDNR","WT8.1",3/14/2022,11:25:00,5.9,,,3,"M ","ISM","M1","SALINITY",,7.68000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",607989,"BAY812","TWQM","TRIB","MDDNR","MDDNR","WT8.1",3/14/2022,11:25:00,5.9,,,4,"M ","ISM","M1","SALINITY",,7.68000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",607989,"BAY812","TWQM","TRIB","MDDNR","MDDNR","WT8.1",3/14/2022,11:25:00,5.9,,,0.5,"S ","ISM","M1","SALINITY",,7.49000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608106,"BAY808","TWQM","TRIB","MDDNR","MDDNR","WT8.1",1/12/2022,08:24:00,7.7,,,6.7,"B ","ISM","M1","SALINITY",,9.98000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608106,"BAY808","TWQM","TRIB","MDDNR","MDDNR","WT8.1",1/12/2022,08:24:00,7.7,,,1,"M ","ISM","M1","SALINITY",,8.95000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608106,"BAY808","TWQM","TRIB","MDDNR","MDDNR","WT8.1",1/12/2022,08:24:00,7.7,,,2,"M ","ISM","M1","SALINITY",,9.14000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608106,"BAY808","TWQM","TRIB","MDDNR","MDDNR","WT8.1",1/12/2022,08:24:00,7.7,,,3,"M ","ISM","M1","SALINITY",,9.27000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608106,"BAY808","TWQM","TRIB","MDDNR","MDDNR","WT8.1",1/12/2022,08:24:00,7.7,,,4,"M ","ISM","M1","SALINITY",,9.78000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608106,"BAY808","TWQM","TRIB","MDDNR","MDDNR","WT8.1",1/12/2022,08:24:00,7.7,,,5,"M ","ISM","M1","SALINITY",,9.91000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608106,"BAY808","TWQM","TRIB","MDDNR","MDDNR","WT8.1",1/12/2022,08:24:00,7.7,,,6,"M ","ISM","M1","SALINITY",,9.91000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608106,"BAY808","TWQM","TRIB","MDDNR","MDDNR","WT8.1",1/12/2022,08:24:00,7.7,,,0.5,"S ","ISM","M1","SALINITY",,8.95000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608223,"BAY810","TWQM","TRIB","MDDNR","MDDNR","WT8.1",2/9/2022,10:21:00,8.1,,,7.1,"B ","ISM","M1","SALINITY",,10.63000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608223,"BAY810","TWQM","TRIB","MDDNR","MDDNR","WT8.1",2/9/2022,10:21:00,8.1,,,1,"M ","ISM","M1","SALINITY",,9.27000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608223,"BAY810","TWQM","TRIB","MDDNR","MDDNR","WT8.1",2/9/2022,10:21:00,8.1,,,2,"M ","ISM","M1","SALINITY",,9.40000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608223,"BAY810","TWQM","TRIB","MDDNR","MDDNR","WT8.1",2/9/2022,10:21:00,8.1,,,3,"M ","ISM","M1","SALINITY",,10.43000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608223,"BAY810","TWQM","TRIB","MDDNR","MDDNR","WT8.1",2/9/2022,10:21:00,8.1,,,4,"M ","ISM","M1","SALINITY",,10.50000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608223,"BAY810","TWQM","TRIB","MDDNR","MDDNR","WT8.1",2/9/2022,10:21:00,8.1,,,5,"M ","ISM","M1","SALINITY",,10.56000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608223,"BAY810","TWQM","TRIB","MDDNR","MDDNR","WT8.1",2/9/2022,10:21:00,8.1,,,6,"M ","ISM","M1","SALINITY",,10.63000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",608223,"BAY810","TWQM","TRIB","MDDNR","MDDNR","WT8.1",2/9/2022,10:21:00,8.1,,,0.5,"S ","ISM","M1","SALINITY",,9.01000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",620664,"BAY816","TWQM","TRIB","MDDNR","MDDNR","WT8.1",5/12/2022,09:38:00,7.6,,,0.5,"S ","ISM","M1","SALINITY",,6.06000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620664,"BAY816","TWQM","TRIB","MDDNR","MDDNR","WT8.1",5/12/2022,09:38:00,7.6,,,1,"M ","ISM","M1","SALINITY",,6.12000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620664,"BAY816","TWQM","TRIB","MDDNR","MDDNR","WT8.1",5/12/2022,09:38:00,7.6,,,2,"M ","ISM","M1","SALINITY",,6.19000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620664,"BAY816","TWQM","TRIB","MDDNR","MDDNR","WT8.1",5/12/2022,09:38:00,7.6,,,3,"M ","ISM","M1","SALINITY",,6.62000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620664,"BAY816","TWQM","TRIB","MDDNR","MDDNR","WT8.1",5/12/2022,09:38:00,7.6,,,4,"M ","ISM","M1","SALINITY",,6.68000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620664,"BAY816","TWQM","TRIB","MDDNR","MDDNR","WT8.1",5/12/2022,09:38:00,7.6,,,5,"M ","ISM","M1","SALINITY",,6.74000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620664,"BAY816","TWQM","TRIB","MDDNR","MDDNR","WT8.1",5/12/2022,09:38:00,7.6,,,6,"M ","ISM","M1","SALINITY",,6.74000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620664,"BAY816","TWQM","TRIB","MDDNR","MDDNR","WT8.1",5/12/2022,09:38:00,7.6,,,6.6,"B ","ISM","M1","SALINITY",,6.74000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620745,"BAY814","TWQM","TRIB","MDDNR","MDDNR","WT8.1",4/12/2022,11:55:00,8.3,,,0.5,"S ","ISM","M1","SALINITY",,6.99000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620745,"BAY814","TWQM","TRIB","MDDNR","MDDNR","WT8.1",4/12/2022,11:55:00,8.3,,,1,"M ","ISM","M1","SALINITY",,7.37000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620745,"BAY814","TWQM","TRIB","MDDNR","MDDNR","WT8.1",4/12/2022,11:55:00,8.3,,,2,"M ","ISM","M1","SALINITY",,7.37000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620745,"BAY814","TWQM","TRIB","MDDNR","MDDNR","WT8.1",4/12/2022,11:55:00,8.3,,,3,"M ","ISM","M1","SALINITY",,7.37000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620745,"BAY814","TWQM","TRIB","MDDNR","MDDNR","WT8.1",4/12/2022,11:55:00,8.3,,,4,"M ","ISM","M1","SALINITY",,7.43000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620745,"BAY814","TWQM","TRIB","MDDNR","MDDNR","WT8.1",4/12/2022,11:55:00,8.3,,,5,"M ","ISM","M1","SALINITY",,7.49000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620745,"BAY814","TWQM","TRIB","MDDNR","MDDNR","WT8.1",4/12/2022,11:55:00,8.3,,,6,"M ","ISM","M1","SALINITY",,7.56000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620745,"BAY814","TWQM","TRIB","MDDNR","MDDNR","WT8.1",4/12/2022,11:55:00,8.3,,,7,"M ","ISM","M1","SALINITY",,7.68000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620745,"BAY814","TWQM","TRIB","MDDNR","MDDNR","WT8.1",4/12/2022,11:55:00,8.3,,,7.3,"B ","ISM","M1","SALINITY",,7.74000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620898,"BAY818","TWQM","TRIB","MDDNR","MDDNR","WT8.1",6/2/2022,11:28:00,9,,,0.5,"S ","ISM","M1","SALINITY",,6.43000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620898,"BAY818","TWQM","TRIB","MDDNR","MDDNR","WT8.1",6/2/2022,11:28:00,9,,,1,"M ","ISM","M1","SALINITY",,6.68000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620898,"BAY818","TWQM","TRIB","MDDNR","MDDNR","WT8.1",6/2/2022,11:28:00,9,,,2,"M ","ISM","M1","SALINITY",,7.37000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620898,"BAY818","TWQM","TRIB","MDDNR","MDDNR","WT8.1",6/2/2022,11:28:00,9,,,3,"M ","ISM","M1","SALINITY",,8.00000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620898,"BAY818","TWQM","TRIB","MDDNR","MDDNR","WT8.1",6/2/2022,11:28:00,9,,,4,"M ","ISM","M1","SALINITY",,8.31000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620898,"BAY818","TWQM","TRIB","MDDNR","MDDNR","WT8.1",6/2/2022,11:28:00,9,,,5,"M ","ISM","M1","SALINITY",,8.38000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620898,"BAY818","TWQM","TRIB","MDDNR","MDDNR","WT8.1",6/2/2022,11:28:00,9,,,6,"M ","ISM","M1","SALINITY",,8.44000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620898,"BAY818","TWQM","TRIB","MDDNR","MDDNR","WT8.1",6/2/2022,11:28:00,9,,,7,"M ","ISM","M1","SALINITY",,8.44000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",620898,"BAY818","TWQM","TRIB","MDDNR","MDDNR","WT8.1",6/2/2022,11:28:00,9,,,8,"B ","ISM","M1","SALINITY",,8.44000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621514,"BAY820","TWQM","TRIB","MDDNR","MDDNR","WT8.1",7/12/2022,09:29:00,8.3,,,0.5,"S ","ISM","M1","SALINITY",,7.74000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621514,"BAY820","TWQM","TRIB","MDDNR","MDDNR","WT8.1",7/12/2022,09:29:00,8.3,,,1,"M ","ISM","M1","SALINITY",,8.31000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621514,"BAY820","TWQM","TRIB","MDDNR","MDDNR","WT8.1",7/12/2022,09:29:00,8.3,,,2,"M ","ISM","M1","SALINITY",,8.82000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621514,"BAY820","TWQM","TRIB","MDDNR","MDDNR","WT8.1",7/12/2022,09:29:00,8.3,,,3,"M ","ISM","M1","SALINITY",,8.95000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621514,"BAY820","TWQM","TRIB","MDDNR","MDDNR","WT8.1",7/12/2022,09:29:00,8.3,,,4,"M ","ISM","M1","SALINITY",,9.27000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621514,"BAY820","TWQM","TRIB","MDDNR","MDDNR","WT8.1",7/12/2022,09:29:00,8.3,,,5,"M ","ISM","M1","SALINITY",,9.59000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621514,"BAY820","TWQM","TRIB","MDDNR","MDDNR","WT8.1",7/12/2022,09:29:00,8.3,,,6,"M ","ISM","M1","SALINITY",,9.72000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621514,"BAY820","TWQM","TRIB","MDDNR","MDDNR","WT8.1",7/12/2022,09:29:00,8.3,,,7,"M ","ISM","M1","SALINITY",,9.78000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621514,"BAY820","TWQM","TRIB","MDDNR","MDDNR","WT8.1",7/12/2022,09:29:00,8.3,,,7.3,"B ","ISM","M1","SALINITY",,9.78000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621600,"BAY822","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/9/2022,11:02:00,6.2,,,0.5,"S ","ISM","M1","SALINITY",,8.76000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621600,"BAY822","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/9/2022,11:02:00,6.2,,,1,"M ","ISM","M1","SALINITY",,8.82000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621600,"BAY822","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/9/2022,11:02:00,6.2,,,2,"M ","ISM","M1","SALINITY",,9.46000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621600,"BAY822","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/9/2022,11:02:00,6.2,,,3,"M ","ISM","M1","SALINITY",,10.11000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621600,"BAY822","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/9/2022,11:02:00,6.2,,,4,"M ","ISM","M1","SALINITY",,10.17000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621600,"BAY822","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/9/2022,11:02:00,6.2,,,5,"M ","ISM","M1","SALINITY",,10.17000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",621600,"BAY822","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/9/2022,11:02:00,6.2,,,5.2,"B ","ISM","M1","SALINITY",,10.17000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",625422,"BAY824","TWQM","TRIB","MDDNR","MDDNR","WT8.1",9/13/2022,10:51:00,6.8,,,0.5,"S ","ISM","M1","SALINITY",,12.13000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",625422,"BAY824","TWQM","TRIB","MDDNR","MDDNR","WT8.1",9/13/2022,10:51:00,6.8,,,1,"M ","ISM","M1","SALINITY",,12.20000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",625422,"BAY824","TWQM","TRIB","MDDNR","MDDNR","WT8.1",9/13/2022,10:51:00,6.8,,,2,"M ","ISM","M1","SALINITY",,12.46000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",625422,"BAY824","TWQM","TRIB","MDDNR","MDDNR","WT8.1",9/13/2022,10:51:00,6.8,,,3,"M ","ISM","M1","SALINITY",,12.93000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",625422,"BAY824","TWQM","TRIB","MDDNR","MDDNR","WT8.1",9/13/2022,10:51:00,6.8,,,4,"M ","ISM","M1","SALINITY",,12.99000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",625422,"BAY824","TWQM","TRIB","MDDNR","MDDNR","WT8.1",9/13/2022,10:51:00,6.8,,,5,"M ","ISM","M1","SALINITY",,12.99000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",625422,"BAY824","TWQM","TRIB","MDDNR","MDDNR","WT8.1",9/13/2022,10:51:00,6.8,,,5.8,"B ","ISM","M1","SALINITY",,12.99000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",639448,"BAY826","TWQM","TRIB","MDDNR","MDDNR","WT8.1",10/12/2022,10:10:00,7.9,,,4,"M ","ISM","M1","SALINITY",,13.53000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639448,"BAY826","TWQM","TRIB","MDDNR","MDDNR","WT8.1",10/12/2022,10:10:00,7.9,,,5,"M ","ISM","M1","SALINITY",,13.66000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639448,"BAY826","TWQM","TRIB","MDDNR","MDDNR","WT8.1",10/12/2022,10:10:00,7.9,,,3,"M ","ISM","M1","SALINITY",,13.26000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639448,"BAY826","TWQM","TRIB","MDDNR","MDDNR","WT8.1",10/12/2022,10:10:00,7.9,,,6.9,"B ","ISM","M1","SALINITY",,13.66000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639448,"BAY826","TWQM","TRIB","MDDNR","MDDNR","WT8.1",10/12/2022,10:10:00,7.9,,,6,"M ","ISM","M1","SALINITY",,13.66000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639448,"BAY826","TWQM","TRIB","MDDNR","MDDNR","WT8.1",10/12/2022,10:10:00,7.9,,,2,"M ","ISM","M1","SALINITY",,13.06000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639448,"BAY826","TWQM","TRIB","MDDNR","MDDNR","WT8.1",10/12/2022,10:10:00,7.9,,,1,"M ","ISM","M1","SALINITY",,13.06000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639448,"BAY826","TWQM","TRIB","MDDNR","MDDNR","WT8.1",10/12/2022,10:10:00,7.9,,,0.5,"S ","ISM","M1","SALINITY",,13.06000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639565,"BAY828","TWQM","TRIB","MDDNR","MDDNR","WT8.1",11/14/2022,08:30:00,6.4,,,0.5,"S ","ISM","M1","SALINITY",,14.19000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639565,"BAY828","TWQM","TRIB","MDDNR","MDDNR","WT8.1",11/14/2022,08:30:00,6.4,,,1,"M ","ISM","M1","SALINITY",,14.19000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639565,"BAY828","TWQM","TRIB","MDDNR","MDDNR","WT8.1",11/14/2022,08:30:00,6.4,,,2,"M ","ISM","M1","SALINITY",,14.19000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639565,"BAY828","TWQM","TRIB","MDDNR","MDDNR","WT8.1",11/14/2022,08:30:00,6.4,,,3,"M ","ISM","M1","SALINITY",,14.19000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639565,"BAY828","TWQM","TRIB","MDDNR","MDDNR","WT8.1",11/14/2022,08:30:00,6.4,,,4,"M ","ISM","M1","SALINITY",,14.19000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639565,"BAY828","TWQM","TRIB","MDDNR","MDDNR","WT8.1",11/14/2022,08:30:00,6.4,,,5,"M ","ISM","M1","SALINITY",,14.26000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639565,"BAY828","TWQM","TRIB","MDDNR","MDDNR","WT8.1",11/14/2022,08:30:00,6.4,,,5.4,"B ","ISM","M1","SALINITY",,14.26000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639680,"BAY830","TWQM","TRIB","MDDNR","MDDNR","WT8.1",12/13/2022,11:20:00,6.7,,,0.5,"S ","ISM","M1","SALINITY",,13.06000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639680,"BAY830","TWQM","TRIB","MDDNR","MDDNR","WT8.1",12/13/2022,11:20:00,6.7,,,1,"M ","ISM","M1","SALINITY",,13.06000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639680,"BAY830","TWQM","TRIB","MDDNR","MDDNR","WT8.1",12/13/2022,11:20:00,6.7,,,2,"M ","ISM","M1","SALINITY",,13.59000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639680,"BAY830","TWQM","TRIB","MDDNR","MDDNR","WT8.1",12/13/2022,11:20:00,6.7,,,3,"M ","ISM","M1","SALINITY",,14.26000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639680,"BAY830","TWQM","TRIB","MDDNR","MDDNR","WT8.1",12/13/2022,11:20:00,6.7,,,4,"M ","ISM","M1","SALINITY",,14.33000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639680,"BAY830","TWQM","TRIB","MDDNR","MDDNR","WT8.1",12/13/2022,11:20:00,6.7,,,5,"M ","ISM","M1","SALINITY",,14.33000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",639680,"BAY830","TWQM","TRIB","MDDNR","MDDNR","WT8.1",12/13/2022,11:20:00,6.7,,,5.7,"B ","ISM","M1","SALINITY",,14.33000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",669801,"BAY835","TWQM","TRIB","MDDNR","MDDNR","WT8.1",2/16/2023,08:41:00,7.9,,,0.5,"S ","ISM","M1","SALINITY",,11.15000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",669801,"BAY835","TWQM","TRIB","MDDNR","MDDNR","WT8.1",2/16/2023,08:41:00,7.9,,,1,"M ","ISM","M1","SALINITY",,11.15000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",669801,"BAY835","TWQM","TRIB","MDDNR","MDDNR","WT8.1",2/16/2023,08:41:00,7.9,,,2,"M ","ISM","M1","SALINITY",,11.15000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",669801,"BAY835","TWQM","TRIB","MDDNR","MDDNR","WT8.1",2/16/2023,08:41:00,7.9,,,3,"M ","ISM","M1","SALINITY",,11.21000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",669801,"BAY835","TWQM","TRIB","MDDNR","MDDNR","WT8.1",2/16/2023,08:41:00,7.9,,,4,"M ","ISM","M1","SALINITY",,11.21000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",669801,"BAY835","TWQM","TRIB","MDDNR","MDDNR","WT8.1",2/16/2023,08:41:00,7.9,,,5,"M ","ISM","M1","SALINITY",,11.21000,"PPT","F01 ",,,,,,38.94960,-76.54610,"T3"
"WT8.1",674034,"BAY846","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/8/2023,10:50:00,9.1,,,7,"M ","ISM","M1","SALINITY",,11.93000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",674034,"BAY846","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/8/2023,10:50:00,9.1,,,8.1,"B ","ISM","M1","SALINITY",,11.93000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",674034,"BAY846","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/8/2023,10:50:00,9.1,,,3,"M ","ISM","M1","SALINITY",,11.67000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",674034,"BAY846","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/8/2023,10:50:00,9.1,,,4,"M ","ISM","M1","SALINITY",,11.74000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",674034,"BAY846","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/8/2023,10:50:00,9.1,,,5,"M ","ISM","M1","SALINITY",,11.80000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",674034,"BAY846","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/8/2023,10:50:00,9.1,,,6,"M ","ISM","M1","SALINITY",,11.87000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",673919,"BAY854","TWQM","TRIB","MDDNR","MDDNR","WT8.1",12/12/2023,11:00:00,7.9,,,3,"M ","ISM","M1","SALINITY",,13.26000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",673919,"BAY854","TWQM","TRIB","MDDNR","MDDNR","WT8.1",12/12/2023,11:00:00,7.9,,,4,"M ","ISM","M1","SALINITY",,13.39000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",673919,"BAY854","TWQM","TRIB","MDDNR","MDDNR","WT8.1",12/12/2023,11:00:00,7.9,,,5,"M ","ISM","M1","SALINITY",,13.39000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",673919,"BAY854","TWQM","TRIB","MDDNR","MDDNR","WT8.1",12/12/2023,11:00:00,7.9,,,6,"M ","ISM","M1","SALINITY",,13.66000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",673919,"BAY854","TWQM","TRIB","MDDNR","MDDNR","WT8.1",12/12/2023,11:00:00,7.9,,,6.9,"B ","ISM","M1","SALINITY",,13.93000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",674034,"BAY846","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/8/2023,10:50:00,9.1,,,0.5,"S ","ISM","M1","SALINITY",,11.34000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
"WT8.1",674034,"BAY846","TWQM","TRIB","MDDNR","MDDNR","WT8.1",8/8/2023,10:50:00,9.1,,,1,"M ","ISM","M1","SALINITY",,11.41000,"PPT","F01 ",,,,,"",38.94960,-76.54610,"T3"
